,Unnamed: 0,pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
76,27,328,trapinch,ground,,"[['gust', 'flying'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['bite', 'dark'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['snore', 'normal'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['sandstorm', 'rock'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['superpower', 'fighting'], ['secret-power', 'normal'], ['astonish', 'ghost'], ['rock-tomb', 'rock'], ['signal-beam', 'bug'], ['sand-tomb', 'ground'], ['mud-shot', 'ground'], ['natural-gift', 'normal'], ['feint', 'normal'], ['earth-power', 'ground'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['bug-bite', 'bug'], ['round', 'normal'], ['struggle-bug', 'bug'], ['bulldoze', 'ground'], ['confide', 'normal'], ['first-impression', 'bug'], ['laser-focus', 'normal'], ['scorching-sands', 'ground'], ['tera-blast', 'normal']]",45,100,45,45,45,10
77,28,329,vibrava,ground,dragon,"[['gust', 'flying'], ['fly', 'flying'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['bite', 'dark'], ['supersonic', 'normal'], ['sonic-boom', 'normal'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['swift', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['snore', 'normal'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['outrage', 'dragon'], ['sandstorm', 'rock'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dragon-breath', 'dragon'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['superpower', 'fighting'], ['secret-power', 'normal'], ['astonish', 'ghost'], ['air-cutter', 'flying'], ['rock-tomb', 'rock'], ['silver-wind', 'bug'], ['signal-beam', 'bug'], ['sand-tomb', 'ground'], ['aerial-ace', 'flying'], ['dragon-claw', 'dragon'], ['mud-shot', 'ground'], ['roost', 'flying'], ['natural-gift', 'normal'], ['feint', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['bug-buzz', 'bug'], ['dragon-pulse', 'dragon'], ['dragon-rush', 'dragon'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['defog', 'flying'], ['draco-meteor', 'dragon'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['bug-bite', 'bug'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['struggle-bug', 'bug'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['boomburst', 'normal'], ['confide', 'normal'], ['first-impression', 'bug'], ['laser-focus', 'normal'], ['throat-chop', 'dark'], ['dual-wingbeat', 'flying'], ['scorching-sands', 'ground'], ['tera-blast', 'normal']]",50,70,50,50,50,70
78,29,330,flygon,ground,dragon,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['thunder-punch', 'electric'], ['gust', 'flying'], ['fly', 'flying'], ['mega-kick', 'normal'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['bite', 'dark'], ['supersonic', 'normal'], ['sonic-boom', 'normal'], ['flamethrower', 'fire'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['fire-spin', 'fire'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['fire-blast', 'fire'], ['swift', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['snore', 'normal'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['outrage', 'dragon'], ['sandstorm', 'rock'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dragon-breath', 'dragon'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['secret-power', 'normal'], ['astonish', 'ghost'], ['air-cutter', 'flying'], ['rock-tomb', 'rock'], ['silver-wind', 'bug'], ['signal-beam', 'bug'], ['sand-tomb', 'ground'], ['aerial-ace', 'flying'], ['dragon-claw', 'dragon'], ['mud-shot', 'ground'], ['dragon-dance', 'dragon'], ['roost', 'flying'], ['natural-gift', 'normal'], ['feint', 'normal'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['air-slash', 'flying'], ['bug-buzz', 'bug'], ['dragon-pulse', 'dragon'], ['dragon-rush', 'dragon'], ['vacuum-wave', 'fighting'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['defog', 'flying'], ['draco-meteor', 'dragon'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['bug-bite', 'bug'], ['ominous-wind', 'ghost'], ['hone-claws', 'dark'], ['round', 'normal'], ['incinerate', 'fire'], ['struggle-bug', 'bug'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['boomburst', 'normal'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['first-impression', 'bug'], ['laser-focus', 'normal'], ['throat-chop', 'dark'], ['brutal-swing', 'dark'], ['breaking-swipe', 'dragon'], ['scale-shot', 'dragon'], ['dual-wingbeat', 'flying'], ['scorching-sands', 'ground'], ['tera-blast', 'normal'], ['dragon-cheer', 'dragon'], ['alluring-voice', 'fairy'], ['psychic-noise', 'psychic']]",80,100,80,80,80,100
79,30,331,cacnea,grass,,"[['mega-punch', 'normal'], ['thunder-punch', 'electric'], ['swords-dance', 'normal'], ['cut', 'normal'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['poison-sting', 'poison'], ['pin-missile', 'bug'], ['leer', 'normal'], ['disable', 'normal'], ['acid', 'poison'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['absorb', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['solar-beam', 'grass'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['swift', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['spikes', 'ground'], ['destiny-bond', 'ghost'], ['sandstorm', 'rock'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['smelling-salts', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['ingrain', 'grass'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['teeter-dance', 'normal'], ['needle-arm', 'grass'], ['grass-whistle', 'grass'], ['bullet-seed', 'grass'], ['block', 'normal'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['payback', 'dark'], ['assurance', 'dark'], ['fling', 'dark'], ['worry-seed', 'grass'], ['sucker-punch', 'dark'], ['toxic-spikes', 'poison'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['seed-bomb', 'grass'], ['drain-punch', 'fighting'], ['energy-ball', 'grass'], ['switcheroo', 'dark'], ['nasty-plot', 'dark'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['venoshock', 'poison'], ['foul-play', 'dark'], ['round', 'normal'], ['bulldoze', 'ground'], ['belch', 'poison'], ['rototiller', 'ground'], ['fell-stinger', 'bug'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['power-trip', 'dark'], ['grassy-glide', 'grass'], ['skitter-smack', 'bug'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",50,85,40,85,40,35
80,31,332,cacturne,grass,dark,"[['mega-punch', 'normal'], ['thunder-punch', 'electric'], ['swords-dance', 'normal'], ['cut', 'normal'], ['mega-kick', 'normal'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['poison-sting', 'poison'], ['pin-missile', 'bug'], ['leer', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['absorb', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['solar-beam', 'grass'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['swift', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['spikes', 'ground'], ['destiny-bond', 'ghost'], ['sandstorm', 'rock'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['nature-power', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['ingrain', 'grass'], ['superpower', 'fighting'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['needle-arm', 'grass'], ['bullet-seed', 'grass'], ['block', 'normal'], ['magical-leaf', 'grass'], ['natural-gift', 'normal'], ['payback', 'dark'], ['assurance', 'dark'], ['embargo', 'dark'], ['fling', 'dark'], ['worry-seed', 'grass'], ['sucker-punch', 'dark'], ['toxic-spikes', 'poison'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['seed-bomb', 'grass'], ['drain-punch', 'fighting'], ['focus-blast', 'fighting'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['nasty-plot', 'dark'], ['zen-headbutt', 'psychic'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['venoshock', 'poison'], ['foul-play', 'dark'], ['round', 'normal'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['spiky-shield', 'grass'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['lunge', 'bug'], ['power-trip', 'dark'], ['stomping-tantrum', 'ground'], ['grassy-glide', 'grass'], ['skitter-smack', 'bug'], ['lash-out', 'dark'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",70,115,60,115,60,55
81,32,333,swablu,normal,flying,"[['fly', 'flying'], ['fury-attack', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['sing', 'normal'], ['mist', 'ice'], ['ice-beam', 'ice'], ['peck', 'flying'], ['solar-beam', 'grass'], ['toxic', 'poison'], ['agility', 'psychic'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['mirror-move', 'flying'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['perish-song', 'normal'], ['outrage', 'dragon'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['dragon-breath', 'dragon'], ['pursuit', 'dark'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['helping-hand', 'normal'], ['endeavor', 'normal'], ['refresh', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['hyper-voice', 'normal'], ['astonish', 'ghost'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['power-swap', 'psychic'], ['dragon-pulse', 'dragon'], ['dragon-rush', 'dragon'], ['brave-bird', 'flying'], ['defog', 'flying'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['round', 'normal'], ['echoed-voice', 'normal'], ['acrobatics', 'flying'], ['cotton-guard', 'grass'], ['hurricane', 'flying'], ['disarming-voice', 'fairy'], ['play-rough', 'fairy'], ['moonblast', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['dual-wingbeat', 'flying'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['dragon-cheer', 'dragon']]",45,40,60,40,75,50
82,33,334,altaria,dragon,flying,"[['fly', 'flying'], ['fury-attack', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['roar', 'normal'], ['sing', 'normal'], ['flamethrower', 'fire'], ['mist', 'ice'], ['ice-beam', 'ice'], ['hyper-beam', 'normal'], ['peck', 'flying'], ['solar-beam', 'grass'], ['fire-spin', 'fire'], ['earthquake', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['fire-blast', 'fire'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['sky-attack', 'flying'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['perish-song', 'normal'], ['outrage', 'dragon'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['dragon-breath', 'dragon'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['will-o-wisp', 'fire'], ['facade', 'normal'], ['helping-hand', 'normal'], ['endeavor', 'normal'], ['refresh', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['hyper-voice', 'normal'], ['astonish', 'ghost'], ['weather-ball', 'normal'], ['air-cutter', 'flying'], ['aerial-ace', 'flying'], ['dragon-claw', 'dragon'], ['dragon-dance', 'dragon'], ['roost', 'flying'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['power-swap', 'psychic'], ['dragon-pulse', 'dragon'], ['brave-bird', 'flying'], ['giga-impact', 'normal'], ['defog', 'flying'], ['draco-meteor', 'dragon'], ['captivate', 'normal'], ['ominous-wind', 'ghost'], ['hone-claws', 'dark'], ['wonder-room', 'psychic'], ['round', 'normal'], ['echoed-voice', 'normal'], ['incinerate', 'fire'], ['acrobatics', 'flying'], ['bulldoze', 'ground'], ['cotton-guard', 'grass'], ['hurricane', 'flying'], ['disarming-voice', 'fairy'], ['play-rough', 'fairy'], ['moonblast', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['breaking-swipe', 'dragon'], ['dual-wingbeat', 'flying'], ['tera-blast', 'normal'], ['snowscape', 'ice'], ['trailblaze', 'grass'], ['dragon-cheer', 'dragon'], ['alluring-voice', 'fairy']]",75,70,90,70,105,80
83,34,335,zangoose,normal,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['scratch', 'normal'], ['razor-wind', 'normal'], ['swords-dance', 'normal'], ['double-kick', 'fighting'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['roar', 'normal'], ['disable', 'normal'], ['flamethrower', 'fire'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['solar-beam', 'grass'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['fire-blast', 'fire'], ['swift', 'normal'], ['fury-swipes', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['slash', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['reversal', 'fighting'], ['protect', 'normal'], ['belly-drum', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['detect', 'fighting'], ['giga-drain', 'grass'], ['endure', 'normal'], ['rollout', 'rock'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['baton-pass', 'normal'], ['pursuit', 'dark'], ['iron-tail', 'steel'], ['metal-claw', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['crush-claw', 'normal'], ['rock-tomb', 'rock'], ['aerial-ace', 'flying'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['feint', 'normal'], ['close-combat', 'fighting'], ['payback', 'dark'], ['embargo', 'dark'], ['fling', 'dark'], ['last-resort', 'normal'], ['aura-sphere', 'fighting'], ['poison-jab', 'poison'], ['night-slash', 'dark'], ['seed-bomb', 'grass'], ['x-scissor', 'bug'], ['focus-blast', 'fighting'], ['switcheroo', 'dark'], ['giga-impact', 'normal'], ['shadow-claw', 'ghost'], ['zen-headbutt', 'psychic'], ['rock-climb', 'normal'], ['gunk-shot', 'poison'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['double-hit', 'normal'], ['hone-claws', 'dark'], ['low-sweep', 'fighting'], ['round', 'normal'], ['quick-guard', 'fighting'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['final-gambit', 'fighting'], ['work-up', 'normal'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['power-trip', 'dark'], ['tera-blast', 'normal'], ['upper-hand', 'fighting']]",73,115,60,60,60,90
84,35,336,seviper,poison,,"[['swords-dance', 'normal'], ['bind', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['wrap', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['bite', 'dark'], ['flamethrower', 'fire'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['lick', 'ghost'], ['swift', 'normal'], ['glare', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['reversal', 'fighting'], ['protect', 'normal'], ['scary-face', 'normal'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['stockpile', 'normal'], ['spit-up', 'normal'], ['swallow', 'normal'], ['facade', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['poison-fang', 'poison'], ['poison-tail', 'poison'], ['natural-gift', 'normal'], ['feint', 'normal'], ['payback', 'dark'], ['assurance', 'dark'], ['wring-out', 'normal'], ['gastro-acid', 'poison'], ['punishment', 'dark'], ['sucker-punch', 'dark'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['night-slash', 'dark'], ['aqua-tail', 'water'], ['seed-bomb', 'grass'], ['x-scissor', 'bug'], ['switcheroo', 'dark'], ['giga-impact', 'normal'], ['thunder-fang', 'electric'], ['ice-fang', 'ice'], ['fire-fang', 'fire'], ['zen-headbutt', 'psychic'], ['gunk-shot', 'poison'], ['iron-head', 'steel'], ['captivate', 'normal'], ['venoshock', 'poison'], ['sludge-wave', 'poison'], ['coil', 'poison'], ['acid-spray', 'poison'], ['round', 'normal'], ['retaliate', 'normal'], ['final-gambit', 'fighting'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['snarl', 'dark'], ['belch', 'poison'], ['confide', 'normal'], ['venom-drench', 'poison'], ['infestation', 'bug'], ['throat-chop', 'dark'], ['brutal-swing', 'dark'], ['psychic-fangs', 'psychic'], ['breaking-swipe', 'dragon'], ['skitter-smack', 'bug'], ['lash-out', 'dark'], ['tera-blast', 'normal'], ['pounce', 'bug'], ['trailblaze', 'grass']]",73,100,60,100,60,65
85,36,337,lunatone,rock,psychic,"[['tackle', 'normal'], ['body-slam', 'normal'], ['double-edge', 'normal'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['hyper-beam', 'normal'], ['rock-throw', 'rock'], ['earthquake', 'ground'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['self-destruct', 'normal'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['psywave', 'psychic'], ['explosion', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['snore', 'normal'], ['protect', 'normal'], ['icy-wind', 'ice'], ['sandstorm', 'rock'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['pain-split', 'normal'], ['baton-pass', 'normal'], ['moonlight', 'fairy'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['psych-up', 'normal'], ['ancient-power', 'rock'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['hail', 'ice'], ['facade', 'normal'], ['helping-hand', 'normal'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['skill-swap', 'psychic'], ['secret-power', 'normal'], ['weather-ball', 'normal'], ['rock-tomb', 'rock'], ['cosmic-power', 'psychic'], ['signal-beam', 'bug'], ['sand-tomb', 'ground'], ['calm-mind', 'psychic'], ['rock-blast', 'rock'], ['gravity', 'psychic'], ['gyro-ball', 'steel'], ['natural-gift', 'normal'], ['embargo', 'dark'], ['heal-block', 'psychic'], ['power-swap', 'psychic'], ['rock-polish', 'rock'], ['power-gem', 'rock'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['nasty-plot', 'dark'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['stealth-rock', 'rock'], ['grass-knot', 'grass'], ['charge-beam', 'electric'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['smack-down', 'rock'], ['round', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['acrobatics', 'flying'], ['bulldoze', 'ground'], ['moonblast', 'fairy'], ['confide', 'normal'], ['laser-focus', 'normal'], ['psychic-terrain', 'psychic'], ['stomping-tantrum', 'ground'], ['meteor-beam', 'rock']]",90,55,65,95,85,70
